[WARNING] (MainThread) __init__ 3071, Zoe is flying.
[WARNING] (MainThread) __init__ 345, SRD:, 1
[CRITICAL] (MainThread) __init__ 438, IMU core temp (boot): ,14.880669
[WARNING] (MainThread) fly 3312, fp_filename = fp.csv, calibrate_0g = 0, check / calibrate compass = False, yaw_control = False, file_control = True, gps_control = False, add_waypoint = False, clear_waypoints = False, hover_pwm = 1300, vdp_gain = 1.000000, vdi_gain = 0.000000, vdd_gain= 0.000000, vvp_gain = 400.000000, vvi_gain = 200.000000, vvd_gain= 0.000000, hdp_gain = 1.000000, hdi_gain = 0.000000, hdd_gain = 0.000000, hvp_gain = 1.500000, hvi_gain = 0.000000, hvd_gain = 0.000000, prp_gain = 80.000000, pri_gain = 0.000000, prd_gain = 0.000000, rrp_gain = 80.000000, rri_gain = 0.000000, rrd_gain = 0.000000, yrp_gain = 160.000000, yri_gain = 0.000000, yrd_gain = 0.000000, test_case = 0, atau = 7.500000, diagnostics = True
[WARNING] (MainThread) load0gCalibration 931, 0g Offsets:, 0.000000, 0.000000, 0.000000
[CRITICAL] (MainThread) fly 3716, IMU core temp (start): ,14.928593
[WARNING] (MainThread) fly 3769, pitch, -1.631658, roll, 1.314309
[WARNING] (MainThread) fly 3770, egx, 0.000007, egy, -0.000009, egz 0.970515
[WARNING] (MainThread) fly 3771, based upon 21 samples
[WARNING] (MainThread) fly 3772, EFTOH:, 0.000000
[WARNING] (MainThread) fly 3869, time, dt, loops, temperature, edx_fuse, edy_fuse, edz_fuse, evx_fuse, evy_fuse, evz_fuse, edx_target, edy_target, edz_target, evx_target, evy_target, evz_target, qrx, qry, qrz, qax, qay, qaz, qgx, qgy, qgz, pitch, roll, yaw, yaw2, qdx_input, qdy_input, qdz_input, qdx_target, qdy_target, qdz_target, qvx_input, qvy_input, qvz_input, qvx_target, qvy_target, qvz_target, YOLO, pa_input, ra_input, ya_input, pa_target, ra_target, ya_target, pr_input, rr_input, yr_input, pr_target, rr_target, yr_target, pr_out, rr_out, yr_out, qdx_input, qdx_target, qvx_input, qvx_target, pa_input, pa_target, pr_input, pr_target, pr_out, qdy_input, qdy_target, qvy_input, qvy_target, ra_input, ra_target, rr_input, rr_target, rr_out, qdz_input, qdz_target, qvz_input, qvz_target, qaz_out, ya_input, ya_target, yr_input, yr_target, yr_out, FL PWM, FR PWM, BL PWM, BR PWM
[WARNING] (MainThread) fly 4590, 0.011000, 0.011000, 11, 14.934583, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.265283, -0.019384, -0.013561, 0.023571, -0.026545, 0.951194, 0.027840, 0.019348, 0.969922, -1.643346, 1.143343, -0.008828, 0.000000, -0.000005, -0.000054, -0.000022, 0.000000, 0.000000, 0.000000, -0.000460, -0.004951, -0.002020, 0.000005, 0.000054, 0.000022, YOLO,-1.643975, 1.143092, -0.008547, 0.040012, -0.430149, 0.000000, -1.110622, -15.199570, -0.776976, 4.720702, -1.569808, 4.349538, 233.252955, 545.190482, 410.121174, -0.000005, 0.000000, -0.000460, 0.000005, -1.643975, 0.040012, -1.110622, 4.720702, 4, -0.000054, 0.000000, -0.004951, 0.000054, 1.143092, -0.430149, -15.199570, -1.569808, 9, -0.000022, 0.000000, -0.002020, 0.000022, 0, -0.008547, 0.000000, -0.776976, 4.349538, 7, 1438, 1294, 1461, 1447
[WARNING] (MainThread) fly 4590, 0.023000, 0.012000, 23, 14.994489, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.093545, -0.012660, -0.001162, 0.045593, 0.043823, 0.941142, 0.028017, 0.020477, 0.969894, -1.653819, 1.210018, -0.009801, 0.000000, 0.000014, -0.000081, -0.000087, 0.000000, 0.000000, 0.000000, 0.001608, -0.002203, -0.005404, -0.000014, 0.000081, 0.000087, YOLO,-1.654469, 1.209739, -0.009346, -0.139410, -0.196308, 0.000000, -0.725337, 5.359740, -0.066576, 4.741691, -1.703102, 4.354332, 218.681138, -282.513705, 353.672596, 0.000014, 0.000000, 0.001608, -0.000014, -1.654469, -0.139410, -0.725337, 4.741691, 3, -0.000081, 0.000000, -0.002203, 0.000081, 1.209739, -0.196308, 5.359740, -1.703102, -4, -0.000087, 0.000000, -0.005404, 0.000087, 2, -0.009346, 0.000000, -0.066576, 4.354332, 6, 1425, 1307, 1445, 1463
[CRITICAL] (MainThread) fly 3932, ABORT: FIFO too full risking overflow: 80.
[CRITICAL] (MainThread) fly 4593, Flight time 0.133930
[CRITICAL] (MainThread) fly 4594, Sampling loops: 23
[CRITICAL] (MainThread) fly 4595, Motion processing loops: 2
[CRITICAL] (MainThread) fly 4596, Fusion processing loops: 0
[CRITICAL] (MainThread) fly 4597, LiDAR processing loops: 0
[CRITICAL] (MainThread) fly 4598, Autopilot processing loops: 0.
[CRITICAL] (MainThread) fly 4600, Video frame rate: 0.000000
[CRITICAL] (MainThread) fly 4603, IMU core temp (end): ,14.940574
[CRITICAL] (MainThread) fly 4605, Max Z acceleration: 1.092041
[CRITICAL] (MainThread) fly 4606, Min Z acceleration: 0.000000
[CRITICAL] (MainThread) fly 4607, Max X gyrometer: 0.014914
[CRITICAL] (MainThread) fly 4608, Min X gyrometer: -0.094542
[CRITICAL] (MainThread) fly 4609, Max Y gyrometer: 0.315052
[CRITICAL] (MainThread) fly 4610, Min Y gyrometer: -0.243013
[CRITICAL] (MainThread) fly 4611, Max Z gyrometer: 0.057657
[CRITICAL] (MainThread) fly 4612, Min Z gyrometer: -0.080561
[WARNING] (MainThread) fly 3312, fp_filename = fp.csv, calibrate_0g = 0, check / calibrate compass = False, yaw_control = False, file_control = True, gps_control = False, add_waypoint = False, clear_waypoints = False, hover_pwm = 1300, vdp_gain = 1.000000, vdi_gain = 0.000000, vdd_gain= 0.000000, vvp_gain = 400.000000, vvi_gain = 200.000000, vvd_gain= 0.000000, hdp_gain = 1.000000, hdi_gain = 0.000000, hdd_gain = 0.000000, hvp_gain = 1.500000, hvi_gain = 0.000000, hvd_gain = 0.000000, prp_gain = 80.000000, pri_gain = 0.000000, prd_gain = 0.000000, rrp_gain = 80.000000, rri_gain = 0.000000, rrd_gain = 0.000000, yrp_gain = 160.000000, yri_gain = 0.000000, yrd_gain = 0.000000, test_case = 0, atau = 7.500000, diagnostics = True
[WARNING] (MainThread) load0gCalibration 931, 0g Offsets:, 0.000000, 0.000000, 0.000000
[CRITICAL] (MainThread) fly 3716, IMU core temp (start): ,14.943569
[WARNING] (MainThread) fly 3769, pitch, -1.584870, roll, 0.930960
[WARNING] (MainThread) fly 3770, egx, 0.000004, egy, -0.000006, egz 0.961366
[WARNING] (MainThread) fly 3771, based upon 22 samples
[WARNING] (MainThread) fly 3772, EFTOH:, 0.000000
[WARNING] (MainThread) fly 3869, time, dt, loops, temperature, edx_fuse, edy_fuse, edz_fuse, evx_fuse, evy_fuse, evz_fuse, edx_target, edy_target, edz_target, evx_target, evy_target, evz_target, qrx, qry, qrz, qax, qay, qaz, qgx, qgy, qgz, pitch, roll, yaw, yaw2, qdx_input, qdy_input, qdz_input, qdx_target, qdy_target, qdz_target, qvx_input, qvy_input, qvz_input, qvx_target, qvy_target, qvz_target, YOLO, pa_input, ra_input, ya_input, pa_target, ra_target, ya_target, pr_input, rr_input, yr_input, pr_target, rr_target, yr_target, pr_out, rr_out, yr_out, qdx_input, qdx_target, qvx_input, qvx_target, pa_input, pa_target, pr_input, pr_target, pr_out, qdy_input, qdy_target, qvy_input, qvy_target, ra_input, ra_target, rr_input, rr_target, rr_out, qdz_input, qdz_target, qvz_input, qvz_target, qaz_out, ya_input, ya_target, yr_input, yr_target, yr_out, FL PWM, FR PWM, BL PWM, BR PWM
[WARNING] (MainThread) fly 4590, 0.010000, 0.010000, 10, 14.979512, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.177365, -0.081409, 0.030145, -0.003418, -0.013501, 0.977832, 0.027339, 0.013860, 0.960877, -1.629349, 0.826723, 0.016518, 0.000000, -0.000030, -0.000027, 0.000017, 0.000000, 0.000000, 0.000000, -0.003016, -0.002683, 0.001663, 0.000030, 0.000027, -0.000017, YOLO,-1.629284, 0.827179, 0.017272, 0.261813, -0.232904, 0.000000, -4.664404, -10.162284, 1.727156, 4.691320, -0.937982, 4.194629, 374.228959, 368.972089, 197.397796, -0.000030, 0.000000, -0.003016, 0.000030, -1.629284, 0.261813, -4.664404, 4.691320, 6, -0.000027, 0.000000, -0.002683, 0.000027, 0.827179, -0.232904, -10.162284, -0.937982, 6, 0.000017, 0.000000, 0.001663, -0.000017, 0, 0.017272, 0.000000, 1.727156, 4.194629, 3, 1436, 1290, 1456, 1457
[WARNING] (MainThread) fly 4590, 0.023000, 0.013000, 23, 14.922602, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.054234, 0.033166, 0.033718, 0.012113, -0.023362, 0.953933, 0.026905, 0.014459, 0.960880, -1.603492, 0.862468, 0.041997, 0.000000, -0.000094, -0.000124, 0.000027, 0.000000, 0.000000, 0.000000, -0.004902, -0.007505, 0.000777, 0.000094, 0.000124, -0.000027, YOLO,-1.603063, 0.863647, 0.042386, 0.429353, -0.655659, 0.000000, 1.900279, 3.107404, 1.931917, 4.638878, -1.010917, 4.043939, 109.543931, -164.732854, 168.961734, -0.000094, 0.000000, -0.004902, 0.000094, -1.603063, 0.429353, 1.900279, 4.638878, 1, -0.000124, 0.000000, -0.007505, 0.000124, 0.863647, -0.655659, 3.107404, -1.010917, -2, 0.000027, 0.000000, 0.000777, -0.000027, 0, 0.042386, 0.000000, 1.931917, 4.043939, 2, 1432, 1304, 1442, 1462
[CRITICAL] (MainThread) fly 3932, ABORT: FIFO too full risking overflow: 40.
[CRITICAL] (MainThread) fly 4593, Flight time 0.093734
[CRITICAL] (MainThread) fly 4594, Sampling loops: 23
[CRITICAL] (MainThread) fly 4595, Motion processing loops: 2
[CRITICAL] (MainThread) fly 4596, Fusion processing loops: 0
[CRITICAL] (MainThread) fly 4597, LiDAR processing loops: 0
[CRITICAL] (MainThread) fly 4598, Autopilot processing loops: 0.
[CRITICAL] (MainThread) fly 4600, Video frame rate: 0.000000
[CRITICAL] (MainThread) fly 4603, IMU core temp (end): ,14.934583
[CRITICAL] (MainThread) fly 4605, Max Z acceleration: 1.129883
[CRITICAL] (MainThread) fly 4606, Min Z acceleration: 0.000000
[CRITICAL] (MainThread) fly 4607, Max X gyrometer: 0.111586
[CRITICAL] (MainThread) fly 4608, Min X gyrometer: -0.102399
[CRITICAL] (MainThread) fly 4609, Max Y gyrometer: 0.315052
[CRITICAL] (MainThread) fly 4610, Min Y gyrometer: -0.243013
[CRITICAL] (MainThread) fly 4611, Max Z gyrometer: 0.057657
[CRITICAL] (MainThread) fly 4612, Min Z gyrometer: -0.112785
[WARNING] (MainThread) fly 3312, fp_filename = fp.csv, calibrate_0g = 0, check / calibrate compass = False, yaw_control = False, file_control = True, gps_control = False, add_waypoint = False, clear_waypoints = False, hover_pwm = 1300, vdp_gain = 1.000000, vdi_gain = 0.000000, vdd_gain= 0.000000, vvp_gain = 400.000000, vvi_gain = 200.000000, vvd_gain= 0.000000, hdp_gain = 1.000000, hdi_gain = 0.000000, hdd_gain = 0.000000, hvp_gain = 1.500000, hvi_gain = 0.000000, hvd_gain = 0.000000, prp_gain = 80.000000, pri_gain = 0.000000, prd_gain = 0.000000, rrp_gain = 80.000000, rri_gain = 0.000000, rrd_gain = 0.000000, yrp_gain = 160.000000, yri_gain = 0.000000, yrd_gain = 0.000000, test_case = 0, atau = 7.500000, diagnostics = True
[WARNING] (MainThread) load0gCalibration 931, 0g Offsets:, 0.000000, 0.000000, 0.000000
[CRITICAL] (MainThread) fly 3716, IMU core temp (start): ,14.946564
[WARNING] (MainThread) fly 3769, pitch, -2.040266, roll, -0.705439
[WARNING] (MainThread) fly 3770, egx, 0.000003, egy, 0.000007, egz 0.958095
[WARNING] (MainThread) fly 3771, based upon 21 samples
[WARNING] (MainThread) fly 3772, EFTOH:, 0.000000
[WARNING] (MainThread) fly 3869, time, dt, loops, temperature, edx_fuse, edy_fuse, edz_fuse, evx_fuse, evy_fuse, evz_fuse, edx_target, edy_target, edz_target, evx_target, evy_target, evz_target, qrx, qry, qrz, qax, qay, qaz, qgx, qgy, qgz, pitch, roll, yaw, yaw2, qdx_input, qdy_input, qdz_input, qdx_target, qdy_target, qdz_target, qvx_input, qvy_input, qvz_input, qvx_target, qvy_target, qvz_target, YOLO, pa_input, ra_input, ya_input, pa_target, ra_target, ya_target, pr_input, rr_input, yr_input, pr_target, rr_target, yr_target, pr_out, rr_out, yr_out, qdx_input, qdx_target, qvx_input, qvx_target, pa_input, pa_target, pr_input, pr_target, pr_out, qdy_input, qdy_target, qvy_input, qvy_target, ra_input, ra_target, rr_input, rr_target, rr_out, qdz_input, qdz_target, qvz_input, qvz_target, qaz_out, ya_input, ya_target, yr_input, yr_target, yr_out, FL PWM, FR PWM, BL PWM, BR PWM
